,Unnamed: 0,index,queries,topic,persona
149,9,10,legal implications automobile recalls,25,karen
150,0,1,mainstreaming,21,markus
151,1,2,pros cons mainstreaming impairments,21,markus
152,2,3,benefits mainstreaming impaired children,21,markus
153,3,4,teacher attitudes mainstreaming,21,markus
154,4,5,school administrator beliefs mainstreaming,21,markus
155,5,6,concerns mainstreaming teachers administrators,21,markus
156,6,7,mainstreaming normal children,21,markus
157,7,8,challenges mainstreaming impairments,21,markus
158,8,9,best practices mainstreaming impairments,21,markus
159,9,10,legal requirements mainstreaming impairments,21,markus
160,0,1,illegal technology transfer,22,markus
161,1,2,entities in illegal technology transfer,22,markus
162,2,3,accused entities in illegal technology transfer,22,markus
163,3,4,consequences of illegal technology transfer,22,markus
164,4,5,definition of hostile purposes,22,markus
165,5,6,laws violated in illegal technology transfer,22,markus
166,6,7,products in illegal technology transfer,22,markus
167,7,8,direct vs indirect illegal technology transfer,22,markus
168,8,9,purpose of illegal technology transfer,22,markus
169,9,10,impact of illegal technology transfer on peaceful purposes,22,markus
170,0,1,mercy killing,23,markus
171,1,2,individual mercy killing cases,23,markus
172,2,3,life support in mercy killing,23,markus
173,3,4,irrelevant mercy killing mentions,23,markus
174,4,5,murder-suicide in mercy killing,23,markus
175,5,6,mercy killing documents,23,markus
176,6,7,ethical considerations mercy killing,23,markus
177,7,8,legal implications mercy killing,23,markus
178,8,9,history mercy killing,23,markus
179,9,10,perspectives mercy killing,23,markus
180,0,1,home schooling definition,24,markus
181,1,2,home schooling benefits,24,markus
182,2,3,home schooling drawbacks,24,markus
183,3,4,home schooling success rate,24,markus
184,4,5,home schooling legal requirements,24,markus
185,5,6,home schooling approaches,24,markus
186,6,7,home schooling curriculums,24,markus
187,7,8,home schooling resources,24,markus
188,8,9,home schooling assessment methods,24,markus
189,9,10,home schooling programs disadvantaged children,24,markus
190,0,1,automobile recalls,25,markus
191,1,2,reasons for automobile recalls,25,markus
192,2,3,major reasons automobile recalls,25,markus
193,3,4,minor reasons automobile recalls,25,markus
194,4,5,car manufacturers automobile recalls,25,markus
195,5,6,documents automobile recalls,25,markus
196,6,7,relevant documents automobile recalls,25,markus
197,7,8,truck recalls,25,markus
198,8,9,relevant documents truck recalls,25,markus
199,9,10,differences truck automobile recalls,25,markus
0,0,1,oceanographic vessels,26,edith
1,1,2,undersea mapping,26,edith
2,2,3,oceanographic vessels global warming monitoring,26,edith
3,3,4,marine environmental monitoring,26,edith
4,4,5,deep sea robots sunken ships,26,edith
5,5,6,oceanographic vessel equipment,26,edith
6,6,7,oceanographic vessel equipment research development,26,edith
7,7,8,oceanic resources,26,edith
8,8,9,oceanographic vessels exploring oceanic resources,26,edith
9,9,10,survey ship oceanographic activity,26,edith
10,0,1,Amazon rain forest,27,edith
11,1,2,official organizations institutions,27,edith
12,2,3,measures to preserve,27,edith
13,3,4,degrees of success,27,edith
14,4,5,individuals roles,27,edith
15,5,6,challenges in preservation,27,edith
16,6,7,consequences of not preserving,27,edith
17,7,8,history of Amazon rain forest,27,edith
18,8,9,economic benefits of preservation,27,edith
19,9,10,cultural significance to South America,27,edith
20,0,1,Ireland peace talks history,28,edith
21,1,2,peace talks violence disruption,28,edith
22,2,3,causes peace talk disruption,28,edith
23,3,4,Ireland peace talk outcomes,28,edith
24,4,5,current status peace talks,28,edith
25,5,6,violence role peace talks,28,edith
26,6,7,challenges peace talks,28,edith
27,7,8,key players peace talks,28,edith
28,8,9,terms peace agreement Ireland,28,edith
29,9,10,impact peace agreement Ireland,28,edith
30,0,1,tropical storms,29,edith
31,1,2,hurricanes vs typhoons,29,edith
32,2,3,tropical storms property damage,29,edith
33,3,4,tropical storms loss of life,29,edith
34,4,5,recent tropical storm date,29,edith
35,5,6,tropical storm affected areas,29,edith
36,6,7,tropical storm damage extent,29,edith
37,7,8,tropical storm casualties number,29,edith
38,8,9,destructive tropical storms history,29,edith
39,9,10,approaching tropical storm warning signs,29,edith
40,0,1,Cuba sugar trade,30,edith
41,1,2,Cuba sugar export,30,edith
42,2,3,Cuba sugar export countries,30,edith
43,3,4,Cuba sugar trade history,30,edith
44,4,5,Cuba sugar export benefits,30,edith
45,5,6,Cuba sugar export environment,30,edith
46,6,7,Cuba sugar export society,30,edith
47,7,8,Cuba sugar trade future,30,edith
48,8,9,Cuba sugar export challenges,30,edith
49,9,10,US sanctions Cuba sugar export,30,edith
50,0,1,oceanographic vessels,26,john
51,1,2,undersea mapping,26,john
52,2,3,global warming monitoring,26,john
53,3,4,marine environmental monitoring,26,john
54,4,5,deep sea robots,26,john
55,5,6,deep sea robots use,26,john
56,6,7,oceanographic vessels sunken ships,26,john
57,7,8,oceanographic vessels equipment research development,26,john
58,8,9,oceanographic vessels oceanic resources exploration,26,john
59,9,10,survey ship oceanographic activity,26,john
60,0,1,Amazon rain forest,27,john
61,1,2,official organizations preserving Amazon rain forest,27,john
62,2,3,individuals preserving Amazon rain forest,27,john
63,3,4,measures to preserve Amazon rain forest,27,john
64,4,5,South American authorities preserving Amazon rain forest,27,john
65,5,6,degree of success preserving Amazon rain forest,27,john
66,0,1,Ireland peace talks status,28,john
67,1,2,delayed peace talks Ireland,28,john
68,2,3,disruptions in Ireland peace talks,28,john
69,3,4,acts of violence Ireland peace talks,28,john
70,4,5,preventing interruptions peace talks Ireland,28,john
71,5,6,history of Ireland peace talks,28,john
72,6,7,external factors Ireland peace talks,28,john
73,7,8,political parties Ireland peace talks,28,john
74,8,9,Brexit impact Ireland peace talks,28,john
75,9,10,future of Ireland peace talks,28,john
76,0,1,tropical storms,29,john
77,1,2,hurricanes vs typhoons,29,john
78,2,3,tropical storms property damage,29,john
79,3,4,tropical storms loss of life,29,john
80,4,5,recent tropical storm date,29,john
81,5,6,tropical storm affected areas,29,john
82,6,7,tropical storm damage extent,29,john
83,7,8,tropical storm casualties number,29,john
84,8,9,deadliest tropical storm record,29,john
85,9,10,costliest tropical storm record,29,john
86,0,1,Cuba sugar trade,30,john
87,1,2,Cuban sugar exports,30,john
88,2,3,Cuban sugar import countries,30,john
89,3,4,Cuban sugar export volume,30,john
90,4,5,Cuban sugar export value,30,john
91,5,6,Cuban sugar export history,30,john
92,6,7,Cuban sugar export regulations,30,john
93,7,8,Cuban sugar export impact economy,30,john
94,8,9,Cuban sugar export future,30,john
95,9,10,Cuban sugar export challenges,30,john
96,0,1,oceanographic vessels,26,karen
97,1,2,oceanographic vessel activities,26,karen
98,2,3,undersea mapping,26,karen
99,3,4,global warming monitoring oceanographic vessels,26,karen
100,4,5,marine environmental monitoring,26,karen
101,5,6,deep sea robots oceanography,26,karen
102,6,7,sunken ships oceanographic vessels,26,karen
103,7,8,equipment aboard oceanographic vessels,26,karen
104,8,9,research development equipment oceanographic vessels,26,karen
105,9,10,oceanic resources exploration oceanographic vessels,26,karen
106,0,1,Amazon rain forest,27,karen
107,1,2,official organizations institutions Amazon rain forest,27,karen
108,2,3,measures to preserve Amazon rain forest,27,karen
109,3,4,success in preserving Amazon rain forest,27,karen
110,4,5,individuals preserving Amazon rain forest,27,karen
111,5,6,South American authorities Amazon rain forest,27,karen
112,6,7,challenges preserving Amazon rain forest,27,karen
113,7,8,consequences not preserving Amazon rain forest,27,karen
114,8,9,economic benefits preserving Amazon rain forest,27,karen
115,9,10,environmental benefits preserving Amazon rain forest,27,karen
116,0,1,Ireland peace talks history,28,karen
117,1,2,peace talks delays disruptions,28,karen
118,2,3,reasons for delays disruptions,28,karen
119,3,4,non-violent delays disruptions,28,karen
120,4,5,consequences of delays disruptions,28,karen
121,5,6,key players peace talks,28,karen
122,6,7,outcomes peace talks,28,karen
123,7,8,impact peace talks Ireland,28,karen
124,8,9,challenges peace talks,28,karen
125,9,10,international community peace talks role,28,karen
126,0,1,tropical storms,29,karen
127,1,2,hurricanes vs typhoons,29,karen
128,2,3,tropical storms property damage,29,karen
129,3,4,tropical storms loss of life,29,karen
130,4,5,recent tropical storm date,29,karen
131,5,6,tropical storm affected areas,29,karen
132,6,7,tropical storm damage extent,29,karen
133,7,8,tropical storm casualties,29,karen
134,8,9,deadliest tropical storms,29,karen
135,9,10,destructive tropical storms,29,karen
136,0,1,Cuba sugar trade history,30,karen
137,1,2,Cuba sugar production,30,karen
138,2,3,Cuba sugar industry current,30,karen
139,3,4,Cuba sugar exports volume,30,karen
140,4,5,Cuba sugar exports countries,30,karen
141,5,6,Cuba sugar exports price,30,karen
142,6,7,Cuba sugar exports quality,30,karen
143,7,8,Cuba sugar exports trade agreements,30,karen
144,8,9,Cuba sugar exports impact,30,karen
145,9,10,Cuba sugar trade future,30,karen
146,0,1,oceanographic vessels,26,markus
147,1,2,undersea mapping,26,markus
148,2,3,oceanographic vessels global warming,26,markus
149,3,4,marine environmental monitoring,26,markus
150,4,5,deep sea robots oceanography,26,markus
151,5,6,oceanographic vessels sunken ships,26,markus
152,6,7,oceanographic vessel equipment,26,markus
153,7,8,oceanographic vessels research development,26,markus
154,8,9,oceanographic vessels oceanic resources,26,markus
155,9,10,survey ship oceanographic activity,26,markus
156,0,1,Amazon rain forest,27,markus
157,1,2,official organizations Amazon rain forest,27,markus
158,2,3,institutions Amazon rain forest,27,markus
159,3,4,individuals Amazon rain forest,27,markus
160,4,5,measures to preserve Amazon rain forest,27,markus
161,5,6,degrees of success Amazon rain forest,27,markus
162,6,7,countries in Amazon rain forest,27,markus
163,7,8,official authorities South America Amazon rain forest,27,markus
164,8,9,measures local South American authorities Amazon rain forest,27,markus
165,9,10,degrees of success measures local South American authorities Amazon rain forest,27,markus
166,0,1,Ireland peace talks,28,markus
167,1,2,peace talks disruptions,28,markus
168,2,3,cause of peace talks disruptions,28,markus
169,3,4,violence and peace talks,28,markus
170,4,5,Ireland peace process,28,markus
171,5,6,current peace process status,28,markus
172,6,7,history of peace process,28,markus
173,7,8,violence impact on peace process,28,markus
174,8,9,consequences of peace talks disruption,28,markus
175,9,10,government role in peace process,28,markus
176,0,1,tropical storms,29,markus
177,1,2,hurricanes vs typhoons,29,markus
178,2,3,tropical storms property damage,29,markus
179,3,4,tropical storms loss of life,29,markus
180,4,5,recent tropical storm date,29,markus
181,5,6,tropical storm affected areas,29,markus
182,6,7,tropical storm damage extent,29,markus
183,7,8,tropical storm casualties,29,markus
184,8,9,most destructive tropical storm,29,markus
185,9,10,likelihood of tropical storm Sheffield,29,markus
186,0,1,Cuba sugar trade,30,markus
187,1,2,Cuba sugar exports,30,markus
188,2,3,Cuba sugar export countries,30,markus
189,3,4,Cuba sugar trade history,30,markus
190,4,5,Cuba sugar export benefits,30,markus
191,5,6,Cuba sugar export environment,30,markus
192,6,7,Cuba sugar export politics,30,markus
193,7,8,Cuba sugar trade culture,30,markus
194,8,9,Cuba sugar export challenges,30,markus
195,9,10,Cuba sugar trade future,30,markus
0,0,1,Three Gorges Project,31,edith
1,1,2,Three Gorges Project status,31,edith
2,2,3,Three Gorges Project completion date,31,edith
3,3,4,Three Gorges Project total cost,31,edith
4,4,5,Three Gorges Project electrical output,31,edith
5,0,1,tire recycling,32,edith
6,1,2,uses for recycled tires,32,edith
7,2,3,advantageous uses for recycled tires,32,edith
8,3,4,destructive distillation,32,edith
9,4,5,valuable chemicals from scrap rubber,32,edith
10,5,6,recycled tires for reef building,32,edith
11,6,7,fish habitats using recycled tires,32,edith
12,7,8,recycled tires as filler binder asphalt,32,edith
13,8,9,burning controlled environment,32,edith
14,9,10,recycled tires for heat generation,32,edith
15,0,1,art definition,33,edith
16,1,2,stolen art,33,edith
17,2,3,forged art,33,edith
18,3,4,incidents stolen art,33,edith
19,4,5,incidents forged art,33,edith
20,5,6,media stolen art,33,edith
21,6,7,media forged art,33,edith
22,7,8,consequences stolen art,33,edith
23,8,9,consequences forged art,33,edith
24,9,10,history stolen forged art,33,edith
25,0,1,Mirjana Markovic,34,edith
26,1,2,Milosevic and Markovic relationship,34,edith
27,2,3,Milosevic's wife nickname,34,edith
28,3,4,Markovic's role in Milosevic's presidency,34,edith
29,4,5,notable events involving Milosevic and Markovic,34,edith
30,5,6,Markovic's background,34,edith
31,6,7,current status of Markovic,34,edith
32,7,8,Markovic impact on Serbian politics,34,edith
33,8,9,Markovic opinion on Milosevic's presidency,34,edith
34,9,10,Markovic legacy in Serbian history,34,edith
35,0,1,law enforcement dogs history,35,edith
36,1,2,common law enforcement dog breeds,35,edith
37,2,3,law enforcement dog training,35,edith
38,3,4,law enforcement dog tasks,35,edith
39,4,5,law enforcement dog success rate,35,edith
40,5,6,law enforcement dog handler role,35,edith
41,6,7,law enforcement dog legal requirements,35,edith
42,7,8,law enforcement dog ethical considerations,35,edith
43,8,9,law enforcement dog cost,35,edith
44,9,10,international law enforcement dog regulations,35,edith
45,0,1,Three Gorges Project,31,john
46,1,2,Three Gorges Project status,31,john
47,2,3,Three Gorges Project completion date,31,john
48,3,4,Three Gorges Project cost,31,john
49,4,5,Three Gorges Project electrical output,31,john
50,0,1,tire recycling,32,john
51,1,2,advantageous uses of recycled tires,32,john
52,2,3,destructive distillation,32,john
53,3,4,valuable chemicals from scrap rubber,32,john
54,4,5,recycled tires for reef building,32,john
55,5,6,fish habitats with recycled tires,32,john
56,6,7,recycled tires in asphalt mixes,32,john
57,7,8,burning for heat generation,32,john
58,8,9,recycled tires for heat generation,32,john
59,9,10,new uses for old automobile tires,32,john
60,0,1,stolen art definition,33,john
61,1,2,forged art definition,33,john
62,2,3,incidents of stolen art,33,john
63,3,4,incidents of forged art,33,john
64,4,5,stolen or forged art media,33,john
65,5,6,mass-produced art definition,33,john
66,6,7,mass-produced art reproductions relevance,33,john
67,7,8,pirated software definition,33,john
68,8,9,pirated media relevance,33,john
69,9,10,consequences of possessing stolen or forged art,33,john
70,0,1,Mirjana Markovic,34,john
71,1,2,Milosevic and Markovic relationship,34,john
72,2,3,Milosevic's wife nickname,34,john
73,3,4,Markovic role in Serbian politics,34,john
74,4,5,Markovic background,34,john
75,5,6,Markovic current status,34,john
76,6,7,Markovic impact on Milosevic's career,34,john
77,7,8,Markovic involvement in Milosevic's regime,34,john
78,8,9,Markovic and Yugoslav Left party connection,34,john
79,9,10,Markovic legal status,34,john
80,0,1,law enforcement dogs role,35,john
81,1,2,law enforcement dogs operation,35,john
82,2,3,law enforcement dog breeds,35,john
83,3,4,law enforcement dog training,35,john
84,4,5,law enforcement dog handler training,35,john
85,5,6,law enforcement dogs benefits,35,john
86,6,7,law enforcement dogs risks,35,john
87,7,8,law enforcement dogs history,35,john
88,8,9,law enforcement dogs worldwide use,35,john
89,9,10,law enforcement dogs legal implications,35,john
90,0,1,Three Gorges Project,31,karen
91,1,2,Three Gorges Project status,31,karen
92,2,3,Three Gorges Project completion date,31,karen
93,3,4,Three Gorges Project total cost,31,karen
94,4,5,Three Gorges Project electrical output,31,karen
95,0,1,advantageous uses recycled tires,32,karen
96,1,2,destructive distillation scrap rubber,32,karen
97,2,3,valuable chemicals scrap rubber,32,karen
98,3,4,recycled tires reef building,32,karen
99,4,5,recycled tires fish habitats,32,karen
100,5,6,recycled tires asphalt mixes,32,karen
101,6,7,advantages recycled tires asphalt,32,karen
102,7,8,burning recycled tires heat,32,karen
103,8,9,benefits burning recycled tires,32,karen
104,9,10,new uses recycled tires,32,karen
105,0,1,art definition,33,karen
106,1,2,stolen art examples,33,karen
107,2,3,forged art examples,33,karen
108,3,4,stolen forged art incidents,33,karen
109,4,5,media affected stolen forged art,33,karen
110,5,6,mass-produced art definition,33,karen
111,6,7,mass-produced art reproductions examples,33,karen
112,7,8,pirated software definition,33,karen
113,8,9,pirated music definition,33,karen
114,9,10,pirated movies definition,33,karen
115,0,1,Mirjana Markovic,34,karen
116,1,2,Milosevic and Markovic relationship,34,karen
117,2,3,Markovic nickname Mira,34,karen
118,3,4,Markovic role in Milosevic presidency,34,karen
119,4,5,Markovic background,34,karen
120,5,6,Markovic political ideology,34,karen
121,6,7,Markovic impact on Serbian politics,34,karen
122,7,8,Markovic legacy,34,karen
123,8,9,Markovic controversy,34,karen
124,9,10,Markovic current status,34,karen
125,0,1,dogs in law enforcement,35,karen
126,1,2,law enforcement dog training,35,karen
127,2,3,specific uses of law enforcement dogs,35,karen
128,3,4,history of law enforcement dogs,35,karen
129,4,5,breeds of law enforcement dogs,35,karen
130,5,6,benefits of law enforcement dogs,35,karen
131,6,7,legal considerations for law enforcement dogs,35,karen
132,7,8,relationship between law enforcement dogs and handlers,35,karen
133,8,9,challenges of law enforcement dogs,35,karen
134,9,10,regulation of law enforcement dogs worldwide,35,karen
135,0,1,Three Gorges Project,31,markus
136,1,2,Three Gorges Project status,31,markus
137,2,3,Three Gorges Project completion date,31,markus
138,3,4,Three Gorges Project total cost,31,markus
139,4,5,Three Gorges Project electrical output,31,markus
140,0,1,tire recycling,32,markus
141,1,2,advantageous uses of recycled tires,32,markus
142,2,3,destructive distillation,32,markus
143,3,4,valuable chemicals from scrap rubber,32,markus
144,4,5,recycled tires for reef building,32,markus
145,5,6,recycled tires as filler or binder,32,markus
146,6,7,recycled tires for heat generation,32,markus
147,7,8,benefits of recycled tires for heat generation,32,markus
148,8,9,environmental impacts of recycled tires,32,markus
149,9,10,new uses for old automobile tires,32,markus
150,0,1,art theft,33,markus
151,1,2,art forgery,33,markus
152,2,3,famous art theft cases,33,markus
153,3,4,famous art forgery cases,33,markus
154,4,5,value of stolen art,33,markus
155,5,6,punishment for art theft forgery,33,markus
156,6,7,identifying forged art,33,markus
157,7,8,history of art theft forgery,33,markus
158,8,9,impact of art theft forgery,33,markus
159,9,10,mass-produced art reproductions,33,markus
160,0,1,Mirjana Markovic,34,markus
161,1,2,Milosevic and Markovic relationship,34,markus
162,2,3,Milosevic wife nickname,34,markus
163,3,4,Markovic role in Serbian politics,34,markus
164,4,5,Markovic opinion on political issues,34,markus
165,5,6,Markovic background,34,markus
166,6,7,Markovic impact on Milosevic presidency,34,markus
167,7,8,Markovic involvement in Yugoslav Wars,34,markus
168,8,9,Markovic current status,34,markus
169,9,10,Markovic legacy in Serbian history,34,markus
170,0,1,dogs law enforcement role,35,markus
171,1,2,law enforcement dog training,35,markus
172,2,3,dogs law enforcement operations,35,markus
173,3,4,history dogs law enforcement,35,markus
174,4,5,breeds dogs law enforcement,35,markus
175,5,6,selecting dogs law enforcement,35,markus
176,6,7,handlers law enforcement dogs,35,markus
177,7,8,benefits dogs law enforcement,35,markus
178,8,9,risks dogs law enforcement,35,markus
179,9,10,regulation dogs law enforcement worldwide,35,markus
0,0,1,UV damage eyes,36,edith
1,1,2,UV exposure eye diseases,36,edith
2,2,3,treatments for UV damage,36,edith
3,3,4,education programs UV damage prevention,36,edith
4,4,5,what are cataracts,36,edith
5,5,6,cataracts UV damage relation,36,edith
6,6,7,what is ocular melanoma,36,edith
7,7,8,ocular melanoma UV damage relation,36,edith
8,8,9,UV damage prevention methods,36,edith
9,9,10,long-term consequences UV damage eyes,36,edith
10,0,1,what is stoicism,37,edith
11,1,2,Greek stoic philosophers,37,edith
12,2,3,contemporary stoicism references,37,edith
13,3,4,Greek stoic play productions,37,edith
14,4,5,new stoic artistic productions,37,edith
15,5,6,Greek stoicism history,37,edith
16,6,7,stoicism modern philosophy influence,37,edith
17,7,8,stoicism criticisms,37,edith
18,8,9,stoicism relationship Greek philosophies,37,edith
19,9,10,stoicism impact Greek culture,37,edith
20,0,1,population control measures,38,edith
21,1,2,countries with successful population control,38,edith
22,2,3,results of population reduction measures,38,edith
23,3,4,successful population control programs,38,edith
24,4,5,effective population control methods,38,edith
25,5,6,successful population control policies,38,edith
26,6,7,effective population control strategies,38,edith
27,7,8,successful population control initiatives,38,edith
28,8,9,effective population control interventions,38,edith
29,9,10,successful population control measures,38,edith
30,0,1,railway accidents,39,edith
31,1,2,causes of railway accidents,39,edith
32,2,3,worldwide railway accidents causes,39,edith
33,3,4,types of railway accidents,39,edith
34,4,5,impact of railway accidents,39,edith
35,5,6,common causes of railway accidents,39,edith
36,6,7,railroad system in railway accidents,39,edith
37,7,8,vehicles in railway accidents,39,edith
38,8,9,pedestrians in railway accidents,39,edith
39,9,10,safety measures railway accidents prevention,39,edith
40,0,1,recent inventions,40,edith
41,1,2,new scientific discoveries,40,edith
42,2,3,most recent invention,40,edith
43,3,4,latest scientific discovery,40,edith
44,4,5,non-patentable scientific discoveries,40,edith
45,5,6,recent patentable inventions,40,edith
46,6,7,recent medical discoveries,40,edith
47,7,8,recent technology discoveries,40,edith
48,8,9,recent biology discoveries,40,edith
49,9,10,recent chemistry discoveries,40,edith
50,0,1,UV damage eyes diseases,36,john
51,1,2,UV damage eyes treatments,36,john
52,2,3,UV damage eyes prevention education,36,john
53,3,4,UV damage eyes cataracts relationship,36,john
54,4,5,UV damage eyes ocular melanoma relationship,36,john
55,5,6,UV damage eyes symptoms,36,john
56,6,7,UV damage eyes prevention,36,john
57,7,8,UV damage eyes long-term effects,36,john
58,8,9,UV damage eyes prevalence,36,john
