,Unnamed: 0,index,queries,topic,persona
59,9,10,UV damage eyes treatment cost,36,john
60,0,1,what is stoicism,37,john
61,1,2,Greek stoic philosophers,37,john
62,2,3,contemporary stoicism references,37,john
63,3,4,new stoic plays,37,john
64,4,5,stoic artistic productions,37,john
65,5,6,history of Greek stoicism,37,john
66,6,7,key principles of stoicism,37,john
67,7,8,stoicism and modern philosophy,37,john
68,8,9,stoicism and ethics,37,john
69,9,10,reason in stoicism,37,john
70,0,1,population growth,38,john
71,1,2,measures to curb population growth,38,john
72,2,3,countries curbing population growth,38,john
73,3,4,results of population reduction measures,38,john
74,4,5,effective measures for population reduction,38,john
75,5,6,successful countries in population reduction,38,john
76,6,7,successful measures in population reduction,38,john
77,7,8,consequences of population growth,38,john
78,8,9,benefits of population reduction,38,john
79,9,10,challenges of population reduction,38,john
80,0,1,railway accidents,39,john
81,1,2,causes of railway accidents,39,john
82,2,3,worldwide railway accidents causes,39,john
83,3,4,impact of railway accidents,39,john
84,4,5,types of railway accidents,39,john
85,5,6,railroad system role in railway accidents,39,john
86,6,7,vehicles role in railway accidents,39,john
87,7,8,pedestrians role in railway accidents,39,john
88,8,9,frequency of railway accidents,39,john
89,9,10,consequences of railway accidents,39,john
90,0,1,new inventions,40,john
91,1,2,recent scientific discoveries,40,john
92,2,3,non-patentable scientific discoveries,40,john
93,3,4,patentable scientific discoveries,40,john
94,4,5,recent technological advancements,40,john
95,5,6,recent medical advancements,40,john
96,6,7,recent environmental discoveries,40,john
97,7,8,recent energy discoveries,40,john
98,8,9,recent AI discoveries,40,john
99,9,10,recent robotics discoveries,40,john
100,0,1,UV damage eyes diseases,36,karen
101,1,2,UV damage eyes treatments,36,karen
102,2,3,UV damage eyes prevention programs,36,karen
103,3,4,cataracts UV damage eyes,36,karen
104,4,5,ocular melanoma UV damage eyes,36,karen
105,5,6,UV damage eyes symptoms,36,karen
106,6,7,preventing UV damage eyes,36,karen
107,7,8,long-term effects UV damage eyes,36,karen
108,8,9,risk factors UV damage eyes,36,karen
109,9,10,types UV radiation eyes effects,36,karen
110,0,1,what is stoicism,37,karen
111,1,2,Greek stoic philosophers,37,karen
112,2,3,contemporary stoic productions,37,karen
113,3,4,Greek stoic plays,37,karen
114,4,5,history of stoicism,37,karen
115,5,6,relevance of stoicism today,37,karen
116,6,7,modern interpretations of stoicism,37,karen
117,7,8,famous stoic quotes,37,karen
118,8,9,impact of stoicism on modern philosophy,37,karen
119,9,10,criticisms of stoicism,37,karen
120,0,1,population reduction measures,38,karen
121,1,2,countries curbing population growth,38,karen
122,2,3,population reduction results,38,karen
123,3,4,successful population reduction programs,38,karen
124,4,5,unsuccessful population reduction programs,38,karen
125,5,6,population control policies,38,karen
126,6,7,population control methods,38,karen
127,7,8,population control strategies,38,karen
128,8,9,population control techniques,38,karen
129,9,10,population control initiatives,38,karen
130,0,1,railway accidents,39,karen
131,1,2,causes of railway accidents,39,karen
132,2,3,types of railway accidents,39,karen
133,3,4,frequency of railway accidents,39,karen
134,4,5,dangerous railway accidents,39,karen
135,5,6,common causes of railway accidents,39,karen
136,6,7,vehicles in railway accidents,39,karen
137,7,8,pedestrian railway accidents,39,karen
138,8,9,global impact of railway accidents,39,karen
139,9,10,recent railway accidents,39,karen
140,0,1,recent inventions,40,karen
141,1,2,new scientific discoveries,40,karen
142,2,3,patentable inventions,40,karen
143,3,4,non-patentable scientific discoveries,40,karen
144,4,5,notable recent inventions,40,karen
145,5,6,groundbreaking scientific discoveries,40,karen
146,6,7,popular new inventions,40,karen
147,7,8,controversial scientific discoveries,40,karen
148,8,9,new inventions Texas,40,karen
149,9,10,recent medical discoveries,40,karen
150,0,1,UV damage eyes,36,markus
151,1,2,UV light eye damage,36,markus
152,2,3,diseases from UV exposure,36,markus
153,3,4,treatments for UV eye damage,36,markus
154,4,5,preventing UV eye damage,36,markus
155,5,6,what is cataracts,36,markus
156,6,7,cataracts treatment,36,markus
157,7,8,what is ocular melanoma,36,markus
158,8,9,ocular melanoma treatment,36,markus
159,9,10,preventing UV eye damage methods,36,markus
160,0,1,Greek philosophy,37,markus
161,1,2,stoicism,37,markus
162,2,3,Greek stoic philosophers,37,markus
163,3,4,references to stoicism,37,markus
164,4,5,Greek stoic play productions,37,markus
165,5,6,new stoic artistic productions,37,markus
166,6,7,contemporary interest stoicism,37,markus
167,7,8,history Greek stoicism,37,markus
168,8,9,principles Greek stoicism,37,markus
169,9,10,impact Greek stoicism modern society,37,markus
170,0,1,population growth,38,markus
171,1,2,population reduction measures,38,markus
172,2,3,countries curbing population growth,38,markus
173,3,4,effective population reduction measures,38,markus
174,4,5,results of population reduction,38,markus
175,5,6,impact of population growth environment,38,markus
176,6,7,long-term consequences population growth,38,markus
177,7,8,social implications population growth,38,markus
178,8,9,economic implications population growth,38,markus
179,9,10,political implications population growth,38,markus
180,0,1,railway accidents,39,markus
181,1,2,causes of railway accidents,39,markus
182,2,3,common causes railway accidents,39,markus
183,3,4,types of railway accidents,39,markus
184,4,5,frequency railway accidents,39,markus
185,5,6,history railway accidents,39,markus
186,6,7,dangerous railway accidents,39,markus
187,7,8,common railway accidents,39,markus
188,8,9,causes railway accidents world,39,markus
189,9,10,recent railway accidents,39,markus
190,0,1,new inventions,40,markus
191,1,2,recent scientific discoveries,40,markus
192,2,3,patentable inventions,40,markus
193,3,4,non-patentable scientific discoveries,40,markus
194,4,5,inventing process,40,markus
195,5,6,scientific discovery process,40,markus
196,6,7,famous inventors,40,markus
197,7,8,famous scientists,40,markus
198,8,9,world-changing inventions,40,markus
199,9,10,world-changing scientific discoveries,40,markus
0,0,1,heroic acts,41,edith
1,1,2,selfless heroic acts,41,edith
2,2,3,individual heroic acts,41,edith
3,3,4,group heroic acts,41,edith
4,4,5,benefit of heroic acts,41,edith
5,5,6,who benefits from heroic acts,41,edith
6,6,7,cause of heroic acts,41,edith
7,7,8,selflessness in heroic acts,41,edith
8,8,9,impact of heroic acts,41,edith
9,9,10,characteristics of heroic individuals,41,edith
10,0,1,U.S. investment sub-Saharan Africa,42,edith
11,1,2,U.S. government investment sub-Saharan Africa,42,edith
12,2,3,private investment sub-Saharan Africa,42,edith
13,3,4,U.S. assistance sub-Saharan Africa,42,edith
14,4,5,U.S. membership aid organizations,42,edith
15,5,6,impact U.S. investment sub-Saharan Africa,42,edith
16,6,7,challenges investing sub-Saharan Africa,42,edith
17,7,8,success stories U.S. investment sub-Saharan Africa,42,edith
18,8,9,future prospects U.S. investment sub-Saharan Africa,42,edith
19,9,10,risks U.S. investment sub-Saharan Africa,42,edith
20,0,1,women clergy role,43,edith
21,1,2,countries with women pastors,43,edith
22,2,3,countries considering women pastors,43,edith
23,3,4,installing women as pastors,43,edith
24,4,5,women clergy history,43,edith
25,5,6,challenges for women pastors,43,edith
26,6,7,impact of women clergy,43,edith
27,7,8,United States women pastors,43,edith
28,8,9,women pastors vs other capacities,43,edith
29,9,10,current state women clergy worldwide,43,edith
30,0,1,Flavr Savr tomato,44,edith
31,1,2,Flavr Savr tomato developer,44,edith
32,2,3,Flavr Savr tomato market,44,edith
33,3,4,unique Flavr Savr tomato,44,edith
34,4,5,benefits Flavr Savr tomato,44,edith
35,5,6,drawbacks Flavr Savr tomato,44,edith
36,6,7,history genetically modified food,44,edith
37,7,8,Calgene genetically modified food,44,edith
38,8,9,regulations genetically modified food,44,edith
39,9,10,current status Flavr Savr tomato,44,edith
40,0,1,France nuclear testing history,45,edith
41,1,2,South Pacific definition,45,edith
42,2,3,nuclear testing effects,45,edith
43,3,4,South Pacific nuclear testing history,45,edith
44,4,5,France nuclear testing protests,45,edith
45,5,6,France response to nuclear testing protests,45,edith
46,6,7,France nuclear testing current status,45,edith
47,7,8,international response to France nuclear testing,45,edith
48,8,9,France nuclear testing environmental impact,45,edith
49,9,10,France nuclear testing political impact,45,edith
50,0,1,heroic acts,41,john
51,1,2,selfless acts,41,john
52,2,3,examples of heroic acts,41,john
53,3,4,examples of selfless acts,41,john
54,4,5,individual heroic acts,41,john
55,5,6,small group heroic acts,41,john
56,6,7,acts that benefit others,41,john
57,7,8,acts that benefit a cause,41,john
58,8,9,characteristics of heroic acts,41,john
59,9,10,motivations for heroic acts,41,john
60,0,1,U.S. investment sub-Saharan Africa extent,42,john
61,1,2,U.S. government investment sub-Saharan Africa,42,john
62,2,3,private sector investment sub-Saharan Africa,42,john
63,3,4,U.S. assistance sub-Saharan Africa extent,42,john
64,4,5,U.S. contributions sub-Saharan Africa,42,john
65,5,6,U.S. international aid organizations sub-Saharan Africa,42,john
66,6,7,nature U.S. investment sub-Saharan Africa,42,john
67,7,8,impact U.S. investment sub-Saharan Africa,42,john
68,8,9,challenges U.S. investment sub-Saharan Africa,42,john
69,9,10,future U.S. investment sub-Saharan Africa,42,john
70,0,1,women in the church,43,john
71,1,2,countries with women pastors,43,john
72,2,3,countries considering women pastors,43,john
73,3,4,installing women pastors,43,john
74,4,5,history of women in clergy,43,john
75,5,6,qualifications for women pastors,43,john
76,6,7,church approval of women pastors,43,john
77,7,8,women in US church,43,john
78,8,9,current state of women clergy,43,john
79,9,10,challenges for women clergy,43,john
80,0,1,Flavr Savr tomato,44,john
81,1,2,Flavr Savr tomato developer,44,john
82,2,3,Flavr Savr tomato market introduction,44,john
83,3,4,genetically modified food definition,44,john
84,4,5,unique features Flavr Savr tomato,44,john
85,5,6,benefits Flavr Savr tomato,44,john
86,6,7,risks Flavr Savr tomato,44,john
87,7,8,Calgene role Flavr Savr tomato,44,john
88,8,9,public perception Flavr Savr tomato,44,john
89,9,10,current status Flavr Savr tomato,44,john
90,0,1,France nuclear testing history,45,john
91,1,2,protests against France nuclear testing,45,john
92,2,3,France response to protests,45,john
93,3,4,South Pacific response to France nuclear testing,45,john
94,4,5,consequences of France nuclear testing,45,john
95,5,6,current status France nuclear testing,45,john
96,6,7,legal framework France nuclear testing,45,john
97,7,8,environmental impact France nuclear testing,45,john
98,8,9,political impact France nuclear testing,45,john
99,9,10,social impact France nuclear testing,45,john
100,0,1,heroic acts definition,41,karen
101,1,2,examples of heroic acts,41,karen
102,2,3,selfless acts,41,karen
103,3,4,individual heroic acts,41,karen
104,4,5,small group heroic acts,41,karen
105,5,6,benefits of heroic acts,41,karen
106,6,7,causes benefited by heroic acts,41,karen
107,7,8,recent heroic acts,41,karen
108,8,9,impact of heroic acts,41,karen
109,9,10,motivation for heroic acts,41,karen
110,0,1,U.S. investment sub-Saharan Africa,42,karen
111,1,2,U.S. government investment sub-Saharan Africa,42,karen
112,2,3,private U.S. investment sub-Saharan Africa,42,karen
113,3,4,impact U.S. investment sub-Saharan Africa,42,karen
114,4,5,U.S. contributions international aid sub-Saharan Africa,42,karen
115,5,6,U.S. contributions aid organizations sub-Saharan Africa,42,karen
116,6,7,history U.S. investment sub-Saharan Africa,42,karen
117,7,8,challenges U.S. investment sub-Saharan Africa,42,karen
118,8,9,benefits U.S. investment sub-Saharan Africa,42,karen
119,9,10,future U.S. investment sub-Saharan Africa,42,karen
120,0,1,women in the church,43,karen
121,1,2,countries with women clergy,43,karen
122,2,3,installing women as clergy,43,karen
123,3,4,church pastor role,43,karen
124,4,5,countries considering women clergy,43,karen
125,5,6,countries with approved women clergy,43,karen
126,6,7,nun vs clergy,43,karen
127,7,8,history of women in clergy,43,karen
128,8,9,challenges for women clergy,43,karen
129,9,10,impact of women clergy,43,karen
130,0,1,Flavr Savr tomato,44,karen
131,1,2,Flavr Savr tomato developer,44,karen
132,2,3,Flavr Savr tomato market,44,karen
133,3,4,unique Flavr Savr tomato,44,karen
134,4,5,benefits Flavr Savr tomato,44,karen
135,5,6,drawbacks Flavr Savr tomato,44,karen
136,6,7,genetically modified food process,44,karen
137,7,8,Calgene genetically modified food,44,karen
138,8,9,public opinion genetically modified food,44,karen
139,9,10,future genetically modified food,44,karen
140,0,1,France nuclear testing history,45,karen
141,1,2,protests against France nuclear testing,45,karen
142,2,3,France response to nuclear testing protests,45,karen
143,3,4,impact of France nuclear testing South Pacific,45,karen
144,4,5,current status France nuclear testing,45,karen
145,5,6,environmental consequences France nuclear testing,45,karen
146,6,7,political impact France nuclear testing,45,karen
147,7,8,public opinion France nuclear testing,45,karen
148,8,9,international response France nuclear testing,45,karen
149,9,10,legal status France nuclear testing,45,karen
150,0,1,heroic act definition,41,markus
151,1,2,heroic act examples,41,markus
152,2,3,selfless act definition,41,markus
153,3,4,selfless heroic acts,41,markus
154,4,5,heroic vs selfless acts,41,markus
155,5,6,individual heroic acts,41,markus
156,6,7,small group heroic acts,41,markus
157,7,8,heroic acts that benefit others,41,markus
158,8,9,heroic acts that benefit a cause,41,markus
159,9,10,accounts of selfless heroic acts,41,markus
160,0,1,U.S. investment sub-Saharan Africa,42,markus
161,1,2,U.S. invest sub-Saharan Africa,42,markus
162,2,3,U.S. governmental investment sub-Saharan Africa,42,markus
163,3,4,U.S. private investment sub-Saharan Africa,42,markus
164,4,5,U.S. contributions sub-Saharan Africa,42,markus
165,5,6,U.S. contributions international aid sub-Saharan Africa,42,markus
166,6,7,nature U.S. investment sub-Saharan Africa,42,markus
167,7,8,benefits U.S. investment sub-Saharan Africa,42,markus
168,8,9,challenges U.S. investment sub-Saharan Africa,42,markus
169,9,10,impact U.S. investment sub-Saharan Africa,42,markus
170,0,1,women church role,43,markus
171,1,2,clergy definition,43,markus
172,2,3,women church pastors,43,markus
173,3,4,countries women pastors,43,markus
174,4,5,installing women pastors,43,markus
175,5,6,women clergy history,43,markus
176,6,7,women clergy challenges,43,markus
177,7,8,women clergy impact,43,markus
178,8,9,nun vs church pastor,43,markus
179,9,10,US women clergy current,43,markus
180,0,1,Flavr Savr tomato,44,markus
181,1,2,Calgene Flavr Savr,44,markus
182,2,3,Flavr Savr tomato market,44,markus
183,3,4,Flavr Savr tomato differences,44,markus
184,4,5,Flavr Savr tomato public reaction,44,markus
185,5,6,Flavr Savr tomato impact,44,markus
186,6,7,Flavr Savr tomato current status,44,markus
187,7,8,Flavr Savr tomato benefits,44,markus
188,8,9,Flavr Savr tomato drawbacks,44,markus
189,9,10,future of genetically modified food,44,markus
190,0,1,nuclear testing,45,markus
191,1,2,France nuclear testing history,45,markus
192,2,3,protests against France nuclear testing,45,markus
193,3,4,France response to nuclear testing protests,45,markus
194,4,5,France nuclear testing South Pacific,45,markus
195,5,6,consequences France nuclear testing South Pacific,45,markus
196,6,7,current status France nuclear testing,45,markus
197,7,8,public opinion France nuclear testing,45,markus
198,8,9,impact France nuclear testing environment,45,markus
199,9,10,international response France nuclear testing,45,markus
0,0,1,human stampede,46,edith
1,1,2,public place human stampede,46,edith
2,2,3,sporting event human stampede,46,edith
3,3,4,bar human stampede,46,edith
4,4,5,restaurant human stampede,46,edith
5,5,6,entertainment event human stampede,46,edith
6,6,7,20 or more deaths human stampede,46,edith
7,7,8,causes of human stampedes,46,edith
8,8,9,consequences of human stampedes,46,edith
9,9,10,prevention of human stampedes,46,edith
10,0,1,food stamps,47,edith
11,1,2,food stamp law,47,edith
12,2,3,changes to food stamp law,47,edith
13,3,4,food stamp eligibility,47,edith
14,4,5,food stamp recipients number,47,edith
15,5,6,increase in food stamp recipients,47,edith
16,6,7,food stamp eligible groups,47,edith
17,7,8,immigrants food stamps,47,edith
18,8,9,food stamp benefits,47,edith
19,9,10,consequences of food stamp increase,47,edith
20,0,1,Leaning Tower of Pisa condition,48,edith
21,1,2,Leaning Tower of Pisa reinforcement measures,48,edith
22,2,3,successful Leaning Tower of Pisa reinforcement,48,edith
23,3,4,Leaning Tower of Pisa measurements changes,48,edith
24,4,5,Leaning Tower of Pisa stabilization,48,edith
25,0,1,college education benefits,49,edith
26,1,2,college graduate advantages,49,edith
27,2,3,college education hiring potential,49,edith
28,3,4,college education impact income,49,edith
29,4,5,U.S. college advantages,49,edith
30,5,6,college graduate job opportunities,49,edith
31,6,7,college education job prospects,49,edith
32,7,8,college education income correlation,49,edith
33,8,9,hiring college graduates benefits,49,edith
34,9,10,college education value workforce,49,edith
35,0,1,human stampede,46,john
36,1,2,public place human stampede,46,john
37,2,3,sporting event human stampede,46,john
38,3,4,bar human stampede,46,john
39,4,5,restaurant human stampede,46,john
40,5,6,entertainment event human stampede,46,john
41,6,7,20 or more deaths human stampede,46,john
42,7,8,causes of human stampedes,46,john
43,8,9,consequences of human stampedes,46,john
44,9,10,prevention of human stampedes,46,john
45,0,1,food stamp law,47,john
46,1,2,food stamp eligibility changes,47,john
47,2,3,food stamp recipient increase,47,john
48,3,4,impact of food stamp increase,47,john
49,4,5,new food stamp eligible groups,47,john
50,5,6,food stamp benefits,47,john
51,6,7,food stamp requirements,47,john
52,7,8,food stamp application process,47,john
53,8,9,history of food stamp programs,47,john
54,9,10,food stamp political climate,47,john
55,0,1,Leaning Tower of Pisa condition,48,john
56,1,2,stabilize Leaning Tower of Pisa,48,john
57,2,3,successful Leaning Tower stabilization,48,john
58,3,4,Leaning Tower reinforcement measures,48,john
59,4,5,Leaning Tower change measurements,48,john
60,0,1,college education benefits,49,john
61,1,2,college education job opportunities,49,john
62,2,3,college graduate hiring potential,49,john
63,3,4,college graduate income potential,49,john
64,4,5,U.S. college advantages,49,john
65,5,6,college education vs vocational training,49,john
66,6,7,college degree value job market,49,john
67,7,8,long-term college education benefits,49,john
68,8,9,short-term college education benefits,49,john
69,9,10,college education return on investment,49,john
70,0,1,human stampede,46,karen
71,1,2,public place stampede,46,karen
72,2,3,examples of stampedes,46,karen
73,3,4,stampede death toll,46,karen
74,4,5,causes of stampedes,46,karen
75,5,6,prevent stampedes,46,karen
76,6,7,impact of stampedes,46,karen
77,7,8,comparison of stampedes,46,karen
78,8,9,deadliest stampedes,46,karen
79,9,10,history of stampedes,46,karen
80,0,1,food stamp eligibility law,47,karen
81,1,2,changes to food stamp eligibility,47,karen
82,2,3,food stamp recipients number,47,karen
83,3,4,increase in food stamp recipients,47,karen
84,4,5,new food stamp eligible groups,47,karen
85,5,6,impact of food stamp increase,47,karen
86,6,7,food stamp benefits,47,karen
87,7,8,food stamp requirements,47,karen
88,8,9,consequences of not receiving food stamps,47,karen
89,9,10,food stamp application process,47,karen
90,0,1,Leaning Tower of Pisa condition,48,karen
91,1,2,Leaning Tower of Pisa reinforcement measures,48,karen
92,2,3,Leaning Tower of Pisa reinforcement success,48,karen
93,3,4,Leaning Tower of Pisa measurements change,48,karen
94,4,5,Leaning Tower of Pisa stabilize efforts,48,karen
95,5,6,Leaning Tower of Pisa stabilize success,48,karen
96,6,7,Leaning Tower of Pisa history,48,karen
97,7,8,Leaning Tower of Pisa architecture,48,karen
98,8,9,Leaning Tower of Pisa significance,48,karen
99,9,10,Leaning Tower of Pisa tourist attraction,48,karen
100,0,1,college education benefits,49,karen
101,1,2,college degree advantage,49,karen
102,2,3,college education job opportunities,49,karen
103,3,4,college education income impact,49,karen
104,4,5,U.S. college graduate advantages,49,karen
105,5,6,college degree job seeker benefits,49,karen
106,6,7,college education career prospects,49,karen
107,7,8,college degree employment advantages,49,karen
108,8,9,college education job market value,49,karen
109,9,10,U.S. college education graduate benefits,49,karen
110,0,1,human stampede,46,markus
111,1,2,human stampede location,46,markus
112,2,3,public place human stampede,46,markus
113,3,4,20 or more deaths human stampede,46,markus
114,4,5,human stampede reports,46,markus
115,5,6,human stampede causes,46,markus
116,6,7,human stampede consequences,46,markus
117,7,8,human stampede prevention measures,46,markus
118,8,9,human stampede history,46,markus
119,9,10,human stampede impact society,46,markus
120,0,1,food stamps,47,markus
121,1,2,food stamp recipients,47,markus
122,2,3,food stamp law,47,markus
123,3,4,changes to food stamp law,47,markus
124,4,5,food stamp eligibility,47,markus
125,5,6,food stamp recipient increase,47,markus
126,6,7,eligible food stamp groups,47,markus
127,7,8,food stamp benefits impact,47,markus
128,8,9,food stamp benefits,47,markus
129,9,10,food stamp eligibility requirements,47,markus
130,0,1,Leaning Tower of Pisa,48,markus
131,1,2,Leaning Tower of Pisa condition,48,markus
132,2,3,Leaning Tower of Pisa reinforcement measures,48,markus
133,3,4,Leaning Tower of Pisa reinforcement success,48,markus
134,4,5,Leaning Tower of Pisa measurements,48,markus
135,5,6,Leaning Tower of Pisa stabilization efforts,48,markus
136,6,7,Leaning Tower of Pisa history,48,markus
137,7,8,Leaning Tower of Pisa architecture,48,markus
138,8,9,Leaning Tower of Pisa significance,48,markus
139,9,10,Leaning Tower of Pisa interesting facts,48,markus
140,0,1,college education advantage,49,markus
141,1,2,college education job opportunities,49,markus
142,2,3,college graduate hiring potential,49,markus
143,3,4,college graduate increased income,49,markus
144,4,5,U.S. college education advantages,49,markus
145,5,6,college attendance benefits,49,markus
146,6,7,college education job prospects,49,markus
147,7,8,college degree advantages,49,markus
148,8,9,college education income impact,49,markus
149,9,10,college education value,49,markus
